CaseID,Age,MaritalStatus,Residence,EducationLevel,NumChild,WealthIndexCategorical,WealthIndexScore
    00800219 09,18,Married,Rural,Primary,0,Poorer,-58650
    00800219 11,27,Married,Rural,No Education,2,Poorer,-58650
    00800219 13,41,Other,Rural,No Education,4,Poorer,-58650
    00800221 02,48,Married,Rural,No Education,7,Poorer,-55441
    00800248 02,38,Married,Rural,No Education,5,Poorer,-49849
    00800252 03,19,Married,Rural,Primary,0,Poorest,-63582
    00800277 02,38,Married,Rural,No Education,5,Middle,-44523
    00800277 08,17,Married,Rural,Primary,0,Middle,-44523
    00800400 03,18,Single,Rural,Higher,0,Poorer,-52200
    00800451 02,40,Married,Rural,No Education,7,Poorest,-70827
    00800461 02,48,Married,Rural,No Education,2,Poorest,-85722
    00800471 02,18,Married,Rural,Primary,0,Poorest,-63009
    00810009 02,26,Married,Urban,Higher,1,Richest,240475
    00810009 04,17,Single,Urban,Primary,0,Richest,240475
    00810058 02,28,Married,Urban,Secondary,2,Richest,141164
    00810076 02,34,Married,Urban,Higher,3,Richest,248129
    00810132 01,47,Other,Urban,Primary,4,Richest,10927
    00810132 03,16,Single,Urban,Secondary,0,Richest,10927
    00810136 03,19,Single,Urban,Secondary,0,Richest,87951
    00810137 02,35,Married,Urban,Secondary,4,Richest,19103
    00810138 02,28,Other,Urban,Higher,1,Richest,200499
    00810144 02,26,Married,Urban,Higher,2,Richest,186290
    00810152 03,27,Single,Urban,Higher,0,Richest,285430
    00810152 05,15,Single,Urban,Secondary,0,Richest,285430
    00810172 02,48,Married,Urban,No Education,6,Richest,162506
    00810173 01,29,Married,Urban,Primary,1,Richest,186946
    00810227 02,47,Married,Urban,No Education,7,Richest,68481
    00810230 02,48,Married,Urban,Higher,3,Richest,190004
    00810230 03,16,Single,Urban,Secondary,0,Richest,190004
    00810252 02,19,Married,Urban,Primary,1,Richest,41806
    00810252 03,16,Single,Urban,Secondary,0,Richest,41806
    00810252 05,20,Married,Urban,Secondary,0,Richest,41806
    00810272 02,33,Married,Urban,Primary,4,Richest,161506
    00810303 02,35,Married,Urban,Primary,4,Richest,179185
    00810303 03,18,Single,Urban,Secondary,0,Richest,179185
    00810310 02,48,Married,Urban,Higher,6,Richest,220860
    00810310 04,20,Single,Urban,Higher,0,Richest,220860
    00810319 02,28,Married,Urban,Primary,0,Richest,160507
    00810345 02,31,Married,Urban,Secondary,2,Richest,220518
    00810364 02,34,Married,Urban,Higher,3,Richest,240554
    00810382 02,38,Married,Urban,Secondary,4,Richest,240869
    00810382 03,16,Single,Urban,Secondary,0,Richest,240869
    00810415 02,47,Married,Urban,Primary,3,Richest,93638
    00810445 01,35,Other,Urban,No Education,4,Richest,168757
    00810464 02,15,Single,Urban,Secondary,0,Richest,215835
    00810474 02,49,Married,Urban,Higher,4,Richest,219153
    00810474 03,18,Single,Urban,Secondary,0,Richest,219153
    00810485 02,24,Married,Urban,Higher,0,Richest,220074
    00820002 02,22,Married,Rural,No Education,2,Poorest,-76640
    00820011 01,30,Married,Rural,No Education,8,Poorer,-59663
    00820053 02,19,Married,Rural,No Education,1,Poorest,-64970
    00820157 01,20,Married,Rural,Primary,1,Middle,-33746
    00820176 01,23,Married,Rural,No Education,3,Poorer,-55252
    00820185 01,27,Married,Rural,No Education,5,Poorest,-70066
    00820192 01,28,Married,Rural,No Education,7,Poorest,-86977
    00820230 01,38,Married,Rural,No Education,8,Poorer,-54358
    00820233 01,20,Married,Rural,No Education,2,Poorest,-111447
    00820248 01,32,Married,Rural,No Education,6,Poorer,-57950
    00820267 01,25,Married,Rural,Primary,4,Poorest,-64151
    00820289 01,30,Other,Rural,No Education,3,Poorest,-72559
    00820343 01,38,Married,Rural,No Education,3,Middle,-34685
    00820343 03,18,Single,Rural,Secondary,0,Middle,-34685
    00820349 01,22,Married,Rural,No Education,2,Poorer,-50529
    00820355 01,22,Married,Rural,Primary,4,Poorer,-57481
    00820356 01,32,Married,Rural,No Education,7,Poorer,-49507
    00820367 01,36,Married,Rural,No Education,6,Poorest,-87504
    00820367 06,16,Single,Rural,Primary,0,Poorest,-87504
    00820443 01,20,Married,Rural,No Education,1,Middle,-39795
    00830017 01,21,Other,Urban,No Education,1,Richest,110950
    00830029 01,37,Other,Urban,Higher,2,Richest,192979
    00830029 04,17,Single,Urban,Primary,0,Richest,192979
    00830049 02,28,Married,Urban,Higher,2,Richest,180063
    00830071 02,37,Married,Urban,Secondary,2,Richest,111433
    00830087 02,28,Married,Urban,Primary,2,Richest,210793
    00830130 01,41,Other,Urban,Secondary,5,Richest,169571
    00830130 02,20,Single,Urban,Higher,0,Richest,169571
    00830175 02,40,Married,Urban,Higher,2,Richest,156566
    00830175 04,16,Single,Urban,Secondary,0,Richest,156566
    00830196 01,29,Married,Urban,Higher,2,Richest,217450
    00830207 03,32,Single,Urban,Higher,0,Richest,272097
    00830207 05,26,Single,Urban,Higher,0,Richest,272097
    00830267 01,39,Other,Urban,Primary,3,Richest,168189
    00830331 04,31,Single,Urban,Higher,0,Richest,218999
    00830331 05,23,Single,Urban,Higher,0,Richest,218999
    00830341 01,38,Other,Urban,Higher,2,Richest,209178
    00830341 04,15,Single,Urban,Primary,0,Richest,209178
    00830354 01,46,Other,Urban,Secondary,1,Richest,252453
    00830364 01,25,Married,Urban,Primary,0,Richest,159432
    00830364 04,19,Single,Urban,Primary,0,Richest,159432
    00830386 02,24,Married,Urban,Secondary,1,Richest,109053
    00830437 03,22,Single,Urban,Higher,0,Richest,184668
    00830438 03,16,Single,Urban,Secondary,0,Richest,214714
    00840071 01,45,Other,Urban,Primary,5,Richest,137087
    00840085 02,34,Married,Urban,Secondary,0,Richest,212817
    00840095 02,34,Married,Urban,Secondary,3,Richest,180332
    00840146 02,34,Other,Urban,Primary,1,Richest,216333
    00840146 03,16,Single,Urban,Secondary,0,Richest,216333
    00840147 01,22,Single,Urban,Higher,0,Richest,102877
    00840147 03,26,Single,Urban,Secondary,0,Richest,102877
    00840157 01,27,Married,Urban,Higher,0,Richest,87550
    00840200 02,31,Married,Urban,Secondary,3,Richest,115711
    00840219 01,36,Married,Urban,Secondary,1,Richest,205674
    00840245 01,22,Married,Urban,Higher,0,Richest,149436
    00840246 01,36,Married,Urban,Higher,3,Richest,187435
    00840246 02,18,Single,Urban,Secondary,0,Richest,187435
    00840269 01,19,Single,Urban,Secondary,0,Richest,73058
    00840272 01,33,Other,Urban,Primary,2,Richest,228091
    00840298 03,21,Single,Urban,Higher,0,Richest,220177
    00840298 04,23,Single,Urban,Secondary,0,Richest,220177
    00840302 01,35,Married,Urban,Primary,2,Richest,222523
    00840324 01,38,Married,Urban,No Education,4,Richest,139663
    00840420 04,21,Single,Urban,Higher,0,Richest,141063
    00840421 02,27,Married,Urban,Primary,1,Richest,159262
    00840422 01,45,Other,Urban,Primary,5,Richest,175021
    00840422 04,15,Single,Urban,Secondary,0,Richest,175021
    00840425 01,18,Single,Urban,Higher,0,Richest,104014
    00840425 02,19,Single,Urban,Higher,0,Richest,104014
    00840425 03,19,Single,Urban,Higher,0,Richest,104014
    00840465 02,46,Married,Urban,Higher,6,Richest,221629
    00850024 02,30,Married,Rural,No Education,8,Poorer,-52142
    00850037 02,30,Married,Rural,No Education,2,Middle,-40243
    00850146 01,45,Married,Rural,No Education,11,Richer,-16771
    00850146 02,26,Single,Rural,Secondary,0,Richer,-16771
    00850146 03,24,Single,Rural,Higher,0,Richer,-16771
    00850146 04,22,Single,Rural,Primary,0,Richer,-16771
    00850166 02,35,Married,Rural,No Education,8,Poorer,-48928
    00850167 03,18,Married,Rural,Primary,1,Middle,-45012
    00850211 01,26,Married,Rural,No Education,4,Poorest,-78896
    00850226 02,30,Married,Rural,No Education,6,Poorer,-48565
    00850228 02,33,Married,Rural,No Education,6,Poorest,-64384
    00850274 02,25,Married,Rural,No Education,3,Poorer,-55925
    00850284 02,42,Married,Rural,No Education,3,Poorer,-48545
    00850315 02,26,Married,Rural,No Education,5,Poorer,-55742
    00850398 02,44,Married,Rural,No Education,4,Poorer,-49173
    00850418 02,25,Married,Rural,No Education,3,Middle,-36513
    00860012 02,40,Married,Rural,No Education,5,Poorer,-56114
    00860021 02,27,Married,Rural,No Education,5,Poorest,-64002
    00860035 02,39,Married,Rural,No Education,7,Middle,-35456
    00860049 02,27,Married,Rural,No Education,3,Poorer,-49250
    00860074 02,33,Married,Rural,No Education,7,Richer,-27805
    00860121 02,34,Married,Rural,No Education,5,Middle,-43347
    00860143 03,25,Single,Rural,No Education,0,Middle,-38733
    00860143 07,23,Married,Rural,Primary,0,Middle,-38733
    00860150 02,18,Married,Rural,Primary,1,Richer,-27769
    00860164 02,23,Married,Rural,No Education,1,Poorer,-49230
    00860237 02,25,Married,Rural,No Education,2,Poorer,-53099
    00860251 02,19,Married,Rural,Primary,1,Richer,-29780
    00860277 02,40,Married,Rural,No Education,7,Middle,-38763
    00860277 03,15,Single,Rural,Primary,0,Middle,-38763
    00860277 08,18,Married,Rural,Primary,0,Middle,-38763
    00860304 02,28,Married,Rural,Primary,1,Richer,-28507
    00860375 02,22,Married,Rural,Primary,2,Richer,-29756
    00860383 03,26,Single,Rural,Primary,0,Poorer,-48317
    00860383 05,19,Single,Rural,Primary,0,Poorer,-48317
    00860387 02,33,Married,Rural,No Education,6,Poorer,-59023
    00860397 02,27,Married,Rural,Secondary,1,Middle,-36765
    00860408 02,28,Married,Rural,Primary,5,Poorer,-48594
    00860415 01,30,Married,Rural,No Education,5,Richer,-29694
    00860430 02,23,Married,Rural,No Education,1,Poorer,-56196
    00860437 01,28,Married,Rural,No Education,3,Middle,-34709
    00860486 02,25,Married,Rural,No Education,1,Poorest,-69843
    00870026 02,30,Married,Rural,No Education,3,Middle,-43343
    00870028 02,47,Married,Rural,Primary,7,Middle,-44377
    00870028 03,31,Married,Rural,No Education,4,Middle,-44377
    00870028 04,15,Single,Rural,Primary,0,Middle,-44377
    00870050 03,18,Single,Rural,Primary,0,Middle,-45401
    00870085 02,30,Married,Rural,No Education,6,Richer,-15459
    00870096 04,16,Single,Rural,Primary,0,Poorest,-62850
    00870098 02,38,Married,Rural,No Education,7,Middle,-34400
    00870098 04,16,Single,Rural,Primary,0,Middle,-34400
    00870138 02,40,Married,Rural,No Education,6,Richer,-19262
    00870138 03,17,Single,Rural,Primary,0,Richer,-19262
    00870145 03,20,Single,Rural,Primary,1,Poorer,-48312
    00870153 02,26,Married,Rural,No Education,3,Poorer,-55099
    00870164 02,27,Married,Rural,Primary,2,Poorer,-48854
    00870202 02,21,Married,Rural,No Education,2,Middle,-45095
    00870219 03,18,Single,Rural,No Education,0,Poorer,-57292
    00870232 01,30,Married,Rural,No Education,4,Poorest,-74646
    00870244 02,22,Married,Rural,No Education,3,Poorer,-56996
    00870247 02,47,Married,Rural,No Education,7,Richest,14090
    00870259 02,21,Married,Rural,No Education,2,Poorest,-64484
    00870281 02,33,Married,Rural,No Education,5,Middle,-46399
    00870282 02,48,Married,Rural,No Education,7,Poorer,-52181
    00870288 02,32,Married,Rural,No Education,4,Middle,-33281
    00870335 02,23,Married,Rural,No Education,2,Poorest,-78464
    00870418 02,34,Married,Rural,No Education,3,Middle,-32973
    00870418 03,15,Single,Rural,Primary,0,Middle,-32973
    00870447 02,36,Married,Rural,No Education,5,Middle,-35261
    00870456 02,28,Married,Rural,No Education,3,Poorer,-53783
    00870470 02,35,Married,Rural,No Education,5,Poorer,-60038
    00870484 02,30,Married,Rural,No Education,3,Poorer,-47894
    00880054 02,22,Married,Rural,Primary,2,Poorer,-52094
    00880055 02,22,Married,Rural,Primary,2,Middle,-41539
    00880082 02,30,Married,Rural,No Education,4,Poorer,-57039
    00880097 02,32,Married,Rural,No Education,4,Poorest,-75633
    00880128 02,20,Married,Rural,Secondary,1,Poorer,-47988
    00880149 02,25,Married,Rural,No Education,1,Middle,-34688
    00880153 02,47,Married,Rural,No Education,5,Poorer,-54667
    00880156 02,24,Married,Rural,No Education,2,Poorest,-64461
    00880161 02,35,Married,Rural,No Education,8,Poorest,-70096
    00880169 02,26,Married,Rural,Primary,3,Poorer,-58660
    00880191 02,19,Married,Rural,Secondary,0,Middle,-35831
    00880282 01,35,Married,Rural,Primary,5,Poorer,-50283
    00880282 03,18,Single,Rural,Primary,0,Poorer,-50283
    00880293 02,35,Married,Rural,No Education,5,Poorer,-54024
    00880299 01,41,Other,Rural,No Education,4,Poorest,-65402
    00880299 02,20,Other,Rural,Primary,1,Poorest,-65402
    00880316 02,20,Married,Rural,Primary,1,Poorer,-51356
    00880344 02,30,Married,Rural,No Education,4,Poorer,-51475
    00880345 02,31,Married,Rural,No Education,7,Poorest,-64598
    00880373 02,22,Married,Rural,Primary,1,Poorer,-57993
    00880373 06,20,Married,Rural,Primary,1,Poorer,-57993
    00880405 02,23,Married,Rural,Primary,2,Poorer,-57080
    00880431 02,25,Married,Rural,No Education,4,Poorest,-69854
    00880443 02,21,Married,Rural,No Education,1,Poorer,-54024
    00880474 02,28,Married,Rural,No Education,0,Poorest,-65512
    00880474 03,17,Single,Rural,Primary,0,Poorest,-65512
    00880474 04,15,Single,Rural,Primary,0,Poorest,-65512
    00890007 02,39,Married,Rural,No Education,7,Poorest,-70221
    00890018 02,21,Married,Rural,No Education,1,Poorest,-67364
    00890031 02,38,Married,Rural,No Education,7,Poorer,-60110
    00890031 03,21,Other,Rural,Primary,0,Poorer,-60110
    00890031 05,15,Single,Rural,Primary,0,Poorer,-60110
    00890058 02,35,Married,Rural,Primary,5,Middle,-34610
    00890072 02,23,Married,Rural,Primary,1,Richer,-22865
    00890122 01,40,Other,Rural,No Education,7,Poorer,-59346
    00890132 02,35,Married,Rural,No Education,6,Poorest,-90916
    00890169 02,29,Married,Rural,Primary,3,Richest,-1099
    00890170 02,20,Married,Rural,Primary,1,Poorest,-83678
    00890246 04,20,Other,Rural,Primary,0,Poorer,-54433
    00890246 07,17,Married,Rural,Primary,0,Poorer,-54433
    00890269 02,38,Married,Rural,Primary,5,Poorest,-64735
    00890269 03,21,Married,Rural,Secondary,0,Poorest,-64735
    00890281 04,17,Single,Rural,Secondary,0,Poorest,-99083
    00890332 02,28,Married,Rural,No Education,3,Poorest,-70012
    00890354 02,36,Married,Rural,No Education,7,Poorest,-70557
    00890354 03,18,Single,Rural,Primary,0,Poorest,-70557
    00890391 02,23,Other,Rural,Primary,0,Poorest,-71187
    00890391 04,15,Single,Rural,Primary,0,Poorest,-71187
    00890422 02,37,Married,Rural,Primary,6,Poorest,-75721
    00890424 02,25,Married,Rural,No Education,1,Poorest,-68851
    00890443 02,40,Married,Rural,No Education,9,Poorest,-65356
    00890443 03,18,Single,Rural,Primary,0,Poorest,-65356
    00890443 04,15,Single,Rural,Primary,0,Poorest,-65356
    00890451 04,20,Other,Rural,Primary,0,Poorer,-48276
    00890451 05,18,Single,Rural,Secondary,0,Poorer,-48276
    00890451 06,15,Single,Rural,Primary,0,Poorer,-48276
    00900036 02,20,Married,Urban,Primary,0,Richest,150557
    00900060 02,41,Married,Urban,Primary,2,Richest,183561
    00900060 03,15,Single,Urban,Secondary,0,Richest,183561
    00900060 05,18,Single,Urban,Primary,0,Richest,183561
    00900159 01,32,Single,Urban,Higher,0,Richest,173805
    00900167 02,21,Married,Urban,No Education,0,Richest,114577
    00900179 02,42,Married,Urban,Primary,3,Richest,210727
    00900179 06,20,Single,Urban,Primary,0,Richest,210727
    00900179 07,28,Single,Urban,Primary,0,Richest,210727
    00900179 08,21,Single,Urban,Primary,0,Richest,210727
    00900219 03,31,Married,Urban,Primary,1,Richest,148261
    00900219 04,33,Other,Urban,No Education,2,Richest,148261
    00900234 02,22,Married,Urban,Primary,0,Richest,79205
    00900254 02,40,Married,Urban,No Education,4,Richest,106672
    00900264 01,27,Other,Urban,Primary,1,Richest,143419
    00900284 01,36,Married,Urban,Primary,2,Richest,145269
    00900284 05,18,Single,Urban,Primary,0,Richest,145269
    00900340 02,32,Married,Urban,Secondary,1,Richest,113968
    00900348 02,18,Married,Urban,Secondary,1,Richest,111519
    00900359 02,27,Married,Urban,No Education,4,Richest,57079
    00900399 02,48,Married,Urban,No Education,2,Richest,159163
    00900399 03,17,Single,Urban,Primary,0,Richest,159163
    00900399 04,16,Single,Urban,Secondary,0,Richest,159163
    00900466 02,26,Married,Urban,Primary,0,Richest,98302
    00900481 01,36,Other,Urban,Primary,4,Richest,108086
    00910019 02,24,Married,Urban,Secondary,1,Richest,151395
    00910049 02,47,Married,Urban,No Education,5,Richest,146564
    00910049 03,15,Single,Urban,Primary,0,Richest,146564
    00910053 01,25,Single,Urban,Higher,0,Richest,126801
    00910107 02,32,Married,Urban,Higher,1,Richest,165109
    00910141 09,16,Single,Urban,Secondary,0,Richest,150533
    00910178 02,47,Single,Urban,Secondary,0,Richest,209902
    00910193 05,16,Single,Urban,Primary,0,Richest,190839
    00910237 02,23,Single,Urban,Secondary,0,Richest,129534
    00910239 04,19,Single,Urban,Primary,0,Richest,119211
    00910312 05,18,Single,Urban,Secondary,0,Richest,192567
    00910348 02,40,Married,Urban,Primary,1,Richest,195580
    00910348 05,15,Single,Urban,Primary,0,Richest,195580
    00910349 03,38,Married,Urban,Higher,0,Richest,228115
    00910349 05,26,Single,Urban,Higher,0,Richest,228115
    00910349 07,25,Single,Urban,Higher,0,Richest,228115
    00910380 01,35,Married,Urban,Primary,0,Richest,190650
    00910394 04,33,Single,Urban,Primary,0,Richest,139354
    00910394 05,27,Married,Urban,Primary,1,Richest,139354
    00910415 01,40,Married,Urban,Higher,0,Richest,244162
    00910415 02,34,Married,Urban,Higher,0,Richest,244162
    00910446 02,45,Married,Urban,Primary,3,Richest,123369
    00910446 04,18,Single,Urban,Secondary,0,Richest,123369
    00910467 04,19,Single,Urban,Higher,0,Richest,212082
    00920012 02,30,Married,Rural,No Education,5,Richer,-18152
    00920109 02,27,Married,Rural,Primary,5,Richest,-5222
    00920121 02,20,Married,Rural,Primary,2,Middle,-35660
    00920132 01,44,Other,Rural,Primary,0,Middle,-35469
    00920148 01,26,Married,Rural,Primary,5,Poorer,-53626
    00920163 02,30,Married,Rural,No Education,5,Poorest,-65623
    00920241 02,38,Married,Rural,No Education,7,Middle,-45029
    00920241 03,17,Single,Rural,Primary,0,Middle,-45029
    00920321 02,35,Married,Rural,Primary,8,Poorest,-73742
    00920357 02,35,Married,Rural,No Education,7,Poorer,-59508
    00920386 01,32,Married,Rural,No Education,3,Poorer,-60948
    00920401 02,21,Married,Rural,No Education,2,Poorest,-80248
    00920416 01,24,Married,Rural,Primary,3,Poorer,-58642
    00920422 01,48,Other,Rural,No Education,8,Poorest,-76778
    00920422 02,28,Other,Rural,No Education,1,Poorest,-76778
    00920430 02,19,Married,Rural,No Education,1,Poorer,-50378
    00920461 02,27,Married,Rural,No Education,6,Middle,-44215
    00920475 02,22,Married,Rural,No Education,2,Middle,-43788
    00930005 02,28,Married,Rural,Primary,3,Poorest,-63468
    00930072 02,28,Married,Rural,No Education,4,Middle,-46651
    00930084 02,30,Married,Rural,No Education,3,Middle,-45463
    00930115 02,18,Married,Rural,Primary,2,Richest,209
    00930161 02,25,Married,Rural,Primary,3,Middle,-44413
    00930170 02,29,Married,Rural,No Education,3,Poorest,-61960
    00930185 03,21,Single,Rural,Primary,0,Middle,-46056
    00930218 02,20,Married,Rural,Primary,2,Poorer,-53895
    00930225 02,18,Married,Rural,No Education,2,Poorer,-54431
    00930241 01,28,Married,Rural,Primary,4,Poorer,-50463
    00930245 02,20,Married,Rural,No Education,3,Poorest,-63066
    00930272 02,44,Married,Rural,No Education,3,Poorer,-61468
    00930321 09,22,Married,Rural,Primary,0,Middle,-41795
    00930351 02,37,Married,Rural,No Education,6,Poorer,-50770
    00930382 02,30,Married,Rural,No Education,4,Poorest,-70693
    00930405 02,20,Married,Rural,No Education,1,Middle,-45352
    00930408 02,25,Married,Rural,No Education,3,Poorer,-52263
    00930451 02,25,Married,Rural,Primary,2,Middle,-45762
    00930464 03,20,Single,Rural,No Education,0,Poorest,-72442
    00930464 04,18,Single,Rural,Primary,0,Poorest,-72442
    00930475 01,37,Married,Rural,No Education,5,Poorer,-50824
    00940019 02,24,Married,Urban,Higher,0,Richest,184854
    00940023 02,32,Married,Urban,Secondary,1,Richest,89729
    00940036 02,26,Married,Urban,Primary,1,Richest,276005
    00940036 04,15,Single,Urban,Primary,0,Richest,276005
    00940075 01,25,Married,Urban,Higher,1,Richest,213268
    00940104 02,35,Married,Urban,Secondary,2,Richest,183065
    00940139 01,37,Other,Urban,Primary,2,Richest,105449
    00940139 03,15,Single,Urban,Secondary,0,Richest,105449
    00940145 01,35,Other,Urban,Primary,1,Richest,199958
    00940150 02,31,Married,Urban,Secondary,3,Richest,118443
    00940247 02,19,Single,Urban,Higher,0,Richest,244132
    00940247 03,19,Single,Urban,Higher,0,Richest,244132
    00940260 02,25,Married,Urban,Primary,2,Richest,226085
    00940296 01,26,Married,Urban,Primary,0,Richest,145202
    00940309 02,17,Single,Urban,Secondary,0,Richest,142042
    00940333 01,46,Other,Urban,Primary,4,Richest,166947
    00940361 02,26,Single,Urban,Primary,0,Richest,132799
    00940388 01,40,Married,Urban,Higher,4,Richest,235706
    00940443 02,31,Married,Urban,Primary,3,Richest,234162
    00940443 07,23,Married,Urban,Secondary,0,Richest,234162
    00940446 02,21,Married,Urban,Secondary,0,Richest,195746
    00940477 02,17,Single,Urban,Higher,0,Richest,213194
    00950002 01,20,Other,Rural,Secondary,2,Richer,-18106
    00950076 01,42,Married,Rural,No Education,6,Richer,-16947
    00950119 01,35,Other,Rural,No Education,4,Richer,-27829
    00950204 02,39,Married,Rural,No Education,4,Richer,-28398
    00950240 01,25,Married,Rural,No Education,5,Middle,-37943
    00950276 01,19,Married,Rural,Primary,2,Richer,-26780
    00950296 01,42,Married,Rural,No Education,6,Richer,-28307
    00950296 02,16,Single,Rural,No Education,0,Richer,-28307
    00950355 01,35,Married,Rural,No Education,11,Poorest,-90562
    00950372 03,18,Single,Rural,No Education,0,Richer,-14859
    00950428 02,20,Married,Rural,Primary,0,Richer,-13737
    00950428 03,19,Married,Rural,No Education,0,Richer,-13737
    00950460 02,22,Married,Rural,Primary,3,Poorer,-51880
    00950469 01,27,Married,Rural,Primary,3,Richest,-7778
    00960033 02,25,Married,Rural,No Education,3,Poorest,-107876
    00960047 02,24,Married,Rural,Primary,3,Poorest,-97898
    00960066 03,17,Single,Rural,Primary,0,Poorest,-104004
    00960149 03,16,Single,Rural,Primary,0,Poorest,-83834
    00960163 01,30,Married,Rural,No Education,5,Poorest,-95273
    00960195 02,46,Married,Rural,No Education,9,Poorest,-102219
    00960254 02,46,Married,Rural,No Education,7,Poorest,-91337
    00960254 05,15,Single,Rural,Primary,0,Poorest,-91337
    00960284 01,42,Other,Rural,No Education,3,Poorest,-110864
    00960285 01,42,Married,Rural,No Education,10,Poorest,-103689
    00960285 03,16,Single,Rural,No Education,0,Poorest,-103689
    00960328 02,27,Married,Rural,No Education,4,Poorest,-106752
    00960339 02,30,Married,Rural,No Education,7,Poorest,-103533
    00960340 02,36,Married,Rural,No Education,6,Poorest,-104234
    00960383 02,45,Married,Rural,No Education,5,Poorest,-97215
    00960387 02,36,Married,Rural,No Education,7,Poorest,-100702
    00960387 03,18,Single,Rural,Primary,0,Poorest,-100702
    00960393 03,16,Single,Rural,No Education,0,Poorest,-109512
    00960410 02,20,Married,Rural,No Education,2,Poorest,-104595
    00960462 02,20,Married,Rural,Primary,3,Poorest,-102719
    00960476 02,19,Married,Rural,Secondary,0,Poorest,-91778
    00970017 01,35,Other,Urban,No Education,3,Richest,72191
    00970017 02,15,Single,Urban,Primary,0,Richest,72191
    00970025 04,16,Single,Urban,Primary,0,Poorer,-50803
    00970052 03,16,Single,Urban,Secondary,0,Middle,-37116
    00970091 02,32,Married,Urban,Primary,4,Richest,95383
    00970111 02,31,Married,Urban,No Education,5,Richest,83886
    00970117 01,38,Single,Urban,No Education,3,Richest,23068
    00970177 02,48,Married,Urban,No Education,7,Richest,126896
    00970177 06,17,Single,Urban,Secondary,0,Richest,126896
    00970232 01,47,Other,Urban,No Education,4,Richest,71885
    00970232 02,20,Single,Urban,Higher,0,Richest,71885
    00970304 01,26,Married,Urban,Primary,2,Richest,137701
    00970357 01,30,Single,Urban,Primary,0,Richest,236537
    00970376 04,22,Single,Urban,Higher,0,Richest,132591
    00970376 05,20,Single,Urban,Secondary,0,Richest,132591
    00970380 03,18,Other,Urban,Primary,1,Richest,127704
    00970436 01,22,Married,Urban,Secondary,2,Richest,172396
    00970447 03,16,Single,Urban,Secondary,0,Richest,14184
    00970448 05,16,Single,Urban,Secondary,0,Richest,85771
    00970455 02,20,Married,Urban,Secondary,1,Richest,213881
    00970460 01,24,Married,Urban,Primary,2,Richest,92651
    00980021 05,18,Single,Rural,Primary,0,Middle,-39672
    00980021 06,15,Single,Rural,Primary,0,Middle,-39672
    00980028 02,29,Married,Rural,Primary,4,Poorer,-55540
    00980030 02,35,Married,Rural,No Education,6,Poorer,-53563
    00980030 03,18,Married,Rural,Primary,0,Poorer,-53563
    00980088 02,24,Married,Rural,Primary,3,Poorer,-55137
    00980105 01,29,Other,Rural,No Education,1,Poorer,-55903
    00980106 02,21,Married,Rural,Secondary,1,Poorest,-62422
    00980138 02,36,Married,Rural,No Education,7,Poorer,-48128
    00980149 03,25,Other,Rural,Primary,1,Poorest,-72293
    00980167 02,30,Married,Rural,No Education,4,Poorer,-53275
    00980168 02,47,Married,Rural,Primary,8,Poorer,-51486
    00980168 04,16,Single,Rural,Primary,0,Poorer,-51486
    00980191 02,27,Married,Rural,No Education,3,Poorest,-73080
    00980221 02,21,Married,Rural,No Education,2,Poorest,-63353
    00980239 02,30,Married,Rural,No Education,4,Richer,-30592
    00980276 02,34,Married,Rural,No Education,5,Poorest,-72143
    00980285 02,34,Married,Rural,Primary,5,Middle,-44445
    00980285 03,16,Single,Rural,Primary,0,Middle,-44445
    00980299 02,45,Married,Rural,No Education,8,Poorer,-58791
    00980351 02,41,Married,Rural,No Education,7,Poorer,-49961
    00980392 03,18,Single,Rural,Primary,0,Poorest,-68962
    00980413 02,40,Married,Rural,No Education,6,Poorest,-83476
    00980432 04,30,Married,Rural,Primary,4,Poorest,-72280
    00980435 01,25,Other,Rural,Primary,3,Poorer,-61704
    00980456 02,30,Married,Rural,No Education,5,Poorer,-56381
    00990041 02,33,Married,Rural,No Education,5,Poorer,-61531
    00990055 01,34,Other,Rural,No Education,3,Poorest,-77643
    00990069 02,46,Married,Rural,No Education,10,Middle,-38497
    00990146 07,18,Single,Rural,No Education,0,Middle,-32982
    00990148 02,35,Married,Rural,No Education,3,Poorest,-82620
    00990148 03,17,Single,Rural,Primary,0,Poorest,-82620
    00990183 02,37,Single,Rural,No Education,0,Middle,-40645
    00990183 04,19,Married,Rural,Primary,0,Middle,-40645
    00990190 01,43,Married,Rural,No Education,5,Poorer,-52956
    00990191 03,15,Single,Rural,No Education,0,Poorer,-50723
    00990204 02,40,Married,Rural,No Education,6,Poorest,-66718
    00990269 01,23,Married,Rural,No Education,1,Richer,-31359
    00990305 02,17,Single,Rural,No Education,0,Poorest,-67430
    00990339 03,15,Single,Rural,Primary,0,Middle,-42656
    00990381 02,32,Married,Rural,No Education,5,Middle,-41374
    00990381 03,15,Single,Rural,Primary,0,Middle,-41374
    00990386 02,40,Married,Rural,No Education,8,Poorer,-58810
    00990386 08,18,Married,Rural,Primary,0,Poorer,-58810
    00990435 02,39,Married,Rural,No Education,8,Poorest,-72390
    00990442 02,40,Married,Rural,No Education,8,Middle,-42611
    00990442 03,15,Single,Rural,Primary,0,Middle,-42611
    00990453 02,44,Married,Rural,No Education,9,Poorer,-53419
    00990455 02,43,Married,Rural,No Education,7,Middle,-34951
